codigo_uni,nombre,genero,edad,ciclo_academico,condicion_socioeconomica,nombre_carrera,facultad,area_academica,fecha_registro,puntaje_estres,inasistencias_lms,indice_sentimiento,asistencia_cita_flag,nota_promedio
20240803,Monica Alba,F,25,IV,Baja,Contabilidad,Ciencias Empresariales,Negocios,2026-05-08,62,10,-0.6,0,12.6
20240804,Ana Alba,F,24,I,Media,Administracion,Ciencias Empresariales,Negocios,2026-05-31,67,12,-0.68,1,13.7
20240805,Antonella Sanchez,F,19,III,Alta,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-05-26,99,27,-0.74,1,9.4
20240806,Ana Castro,F,24,VI,Media,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-13,74,9,-0.41,0,13.4
20240807,Victor Rios,M,24,I,Baja,Derecho,Derecho y Humanidades,Letras,2026-05-05,47,4,0.14,0,18.0
20240808,Miguel Frias,M,23,I,Alta,Contabilidad,Ciencias Empresariales,Negocios,2026-06-29,99,23,-0.97,1,11.4
20240809,Samantha Perez,F,25,III,Baja,Contabilidad,Ciencias Empresariales,Negocios,2026-06-10,16,0,0.22,0,19.9
20240810,Gianpierre Alba,M,24,IV,Media,Derecho,Derecho y Humanidades,Letras,2026-06-30,82,10,-0.13,1,12.3
20240811,Juliana Mendoza,F,26,II,Baja,Contabilidad,Ciencias Empresariales,Negocios,2026-06-11,36,3,0.35,0,19.0
20240812,Raul Ismino,M,20,VIII,Media,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-05-12,20,4,0.44,0,15.7
20240813,Emilio Silva,M,19,II,Alta,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-11,100,26,-0.97,0,10.4
20240814,Simon Gil,M,18,V,Media,Derecho,Derecho y Humanidades,Letras,2026-05-15,45,3,0.11,0,19.1
20240815,Paula Leon,F,24,VII,Alta,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-20,70,8,-0.17,1,11.9
20240816,Juan Paz,M,18,I,Alta,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-20,43,5,0.6,0,16.0
20240817,Diego Arce,M,24,IV,Baja,Administracion,Ciencias Empresariales,Negocios,2026-06-23,100,26,-0.96,0,9.9
20240818,Monica Vera,F,20,VII,Alta,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-15,42,0,0.63,0,18.7
20240819,Jorge Arce,M,20,VI,Alta,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-06,86,17,-0.99,0,10.2
20240820,Juan Frias,M,20,VIII,Baja,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-05-12,68,8,-0.58,1,13.9
20240821,Rodrigo Torres,M,22,II,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-10,16,0,0.46,0,17.6
20240822,Juliana Sanchez,F,19,II,Media,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-28,35,0,0.49,1,14.1
20240823,Carlos Ramirez,M,24,VII,Media,Contabilidad,Ciencias Empresariales,Negocios,2026-06-21,70,6,-0.16,0,13.3
20240824,Monica Rios,F,25,X,Baja,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-11,26,0,0.19,1,14.2
20240825,Gersson Ramirez,M,23,II,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-21,87,17,-0.92,0,9.2
20240826,Gabriela Pino,F,22,VIII,Baja,Contabilidad,Ciencias Empresariales,Negocios,2026-05-28,35,1,0.25,0,15.2
20240827,Javier Antunez,M,22,III,Alta,Contabilidad,Ciencias Empresariales,Negocios,2026-05-28,37,4,0.75,0,18.9
20240828,Victor Fernandez,M,23,VI,Baja,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-29,62,10,-0.54,1,12.4
20240829,Astrid Sanchez,F,23,VII,Alta,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-05-16,96,24,-0.89,0,10.5
20240830,Diana Perez,F,23,IV,Media,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-27,63,9,-0.52,0,11.7
20240831,Natalia Muro,F,19,X,Baja,Administracion,Ciencias Empresariales,Negocios,2026-06-13,30,2,0.2,0,14.3
20240832,Natalia Paz,F,19,II,Media,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-08,73,7,-0.35,0,12.0
20240833,Andres Inofuente,M,24,I,Baja,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-22,14,3,0.1,0,18.8
20240834,Laura Rios,F,24,II,Baja,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-01,35,2,0.7,0,16.7
20240835,Marck Ortiz,M,19,I,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-22,87,23,-0.74,0,10.3
20240836,Carmen Tello,F,23,IX,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-17,12,0,0.05,0,15.8
20240837,Jose Soto,M,22,III,Alta,Contabilidad,Ciencias Empresariales,Negocios,2026-05-08,99,17,-0.77,1,11.0
20240838,Rodrigo Ismino,M,26,IX,Alta,Contabilidad,Ciencias Empresariales,Negocios,2026-06-12,27,2,0.77,1,16.9
20240839,Gonzalo Castro,M,23,IX,Alta,Derecho,Derecho y Humanidades,Letras,2026-06-14,93,14,-0.94,1,10.0
20240840,Pedro Rivas,M,19,VI,Alta,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-18,55,3,0.66,0,19.1
20240841,Valeria Ortiz,F,24,VIII,Baja,Derecho,Derecho y Humanidades,Letras,2026-06-19,14,2,0.42,0,18.1
20240842,Marck Vasquez,M,25,II,Baja,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-16,93,18,-0.92,1,9.1
20240843,Astrid Arce,F,19,VI,Media,Derecho,Derecho y Humanidades,Letras,2026-05-10,37,4,0.33,0,16.6
20240844,Daniela Tello,F,24,IV,Media,Derecho,Derecho y Humanidades,Letras,2026-05-26,69,10,-0.33,0,12.8
20240845,Emilio Diaz,M,19,IV,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-27,90,20,-0.98,0,7.5
20240846,Gonzalo Muro,M,24,VII,Media,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-15,54,2,0.5,0,15.0
20240847,Gonzalo Alba,M,22,I,Alta,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-02,49,3,0.74,0,19.1
20240848,Catalina Lopez,F,20,III,Media,Contabilidad,Ciencias Empresariales,Negocios,2026-05-10,52,3,0.43,0,14.1
20240849,Gianpierre Solis,M,18,X,Media,Contabilidad,Ciencias Empresariales,Negocios,2026-06-07,99,20,-0.86,0,7.2
20240850,Andres Flores,M,26,IX,Alta,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-19,90,23,-0.86,1,10.3
20240851,Jorge Ortiz,M,25,I,Media,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-15,77,12,-0.3,1,14.0
20240852,Catalina Vera,F,18,III,Media,Derecho,Derecho y Humanidades,Letras,2026-06-12,32,3,0.03,0,17.5
20240853,Carmen Frias,F,19,IV,Media,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-18,53,4,0.9,0,16.7
20240854,Jorge Solis,M,23,VI,Media,Administracion,Ciencias Empresariales,Negocios,2026-06-30,29,1,0.04,0,17.1
20240855,Victor Leon,M,23,V,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-01,19,3,0.68,0,17.1
20240856,Gianpierre Mendoza,M,25,V,Alta,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-05-01,23,2,0.83,0,14.7
20240857,Brenda Mesa,F,18,I,Media,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-23,60,4,0.67,0,18.6
20240858,Natalia Vasquez,F,21,VII,Baja,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-19,76,8,-0.54,1,13.4
20240859,Juliana Antunez,F,22,V,Baja,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-05-12,53,2,0.8,0,14.8
20240860,Camila Arce,F,21,V,Media,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-20,50,3,0.55,0,16.3
20240861,Rosa Vera,F,25,VI,Baja,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-05-30,39,3,0.96,0,16.8
20240862,Laura Paz,F,19,III,Baja,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-20,77,8,-0.61,1,12.9
20240863,Patricia Luna,F,20,VII,Baja,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-30,43,3,0.84,0,14.5
20240864,Marck Aguilar,M,19,V,Baja,Contabilidad,Ciencias Empresariales,Negocios,2026-06-14,62,6,-0.25,0,13.4
20240865,Simon Vasquez,M,26,VIII,Alta,Derecho,Derecho y Humanidades,Letras,2026-06-27,19,2,0.63,0,18.3
20240866,Tomas Caro,M,21,II,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-10,17,4,0.1,0,15.2
20240867,Hector Luna,M,18,II,Media,Administracion,Ciencias Empresariales,Negocios,2026-05-31,25,4,0.26,0,17.7
20240868,Marck Vega,M,20,I,Alta,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-22,25,1,0.51,0,18.2
20240869,Sofia Mesa,F,19,X,Media,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-12,73,11,-0.22,1,12.6
20240870,Sofia Leon,F,19,X,Media,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-07,81,11,-0.16,0,13.2
20240871,Hugo Inofuente,M,25,VIII,Media,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-11,42,1,0.35,0,18.2
20240872,Antonella Vasquez,F,23,X,Media,Contabilidad,Ciencias Empresariales,Negocios,2026-06-15,18,2,0.78,0,18.0
20240873,Claudia Pino,F,25,VII,Media,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-06,42,5,0.53,0,14.8
20240874,Hugo Gil,M,24,II,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-24,24,0,0.67,0,17.0
20240875,Silvia Medina,F,21,II,Alta,Administracion,Ciencias Empresariales,Negocios,2026-06-18,14,0,0.61,0,14.7
20240876,Laura Ortiz,F,18,III,Media,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-14,18,5,0.57,0,15.2
20240877,Sofia Flores,F,21,III,Media,Derecho,Derecho y Humanidades,Letras,2026-05-06,50,5,0.1,0,14.2
20240878,Laura Paz,F,26,II,Media,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-13,56,5,0.53,0,15.1
20240879,Simon Rios,M,23,X,Baja,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-21,92,25,-0.74,0,9.6
20240880,Andres Antunez,M,19,VIII,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-08,11,1,0.82,0,15.7
20240881,Brenda Lopez,F,20,V,Alta,Derecho,Derecho y Humanidades,Letras,2026-06-24,49,4,0.31,0,17.7
20240882,Sebastian Nunez,M,22,I,Alta,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-05-27,71,12,-0.65,1,11.7
20240883,Rodrigo Torres,M,21,VIII,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-23,36,4,0.74,0,19.6
20240884,Rosa Rojas,F,18,II,Alta,Contabilidad,Ciencias Empresariales,Negocios,2026-06-02,72,9,-0.41,0,13.7
20240885,Ana Gomez,F,21,IX,Baja,Administracion,Ciencias Empresariales,Negocios,2026-06-13,11,4,0.48,0,16.3
20240886,Diana Vega,F,26,III,Alta,Contabilidad,Ciencias Empresariales,Negocios,2026-05-08,33,2,0.19,1,16.6
20240887,Ximena Perez,F,21,VII,Baja,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-21,97,20,-0.76,0,7.3
20240888,Sofia Ruiz,F,23,VI,Baja,Derecho,Derecho y Humanidades,Letras,2026-05-19,92,28,-0.8,0,10.0
20240889,Gabriela Ramirez,F,25,VI,Alta,Contabilidad,Ciencias Empresariales,Negocios,2026-06-15,72,12,-0.36,0,14.0
20240890,Jorge Morales,M,26,IX,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-23,55,4,0.49,0,14.5
20240891,Simon Flores,M,22,IX,Alta,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-24,60,1,0.04,0,15.4
20240892,Marck Gomez,M,25,I,Media,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-07,15,0,0.28,0,17.7
20240893,Javier Cruz,M,18,IV,Alta,Administracion,Ciencias Empresariales,Negocios,2026-05-12,44,0,0.66,0,14.2
20240894,Ricardo Alba,M,23,V,Baja,Derecho,Derecho y Humanidades,Letras,2026-06-18,97,26,-0.74,0,10.5
20240895,Felipe Soto,M,22,IX,Media,Administracion,Ciencias Empresariales,Negocios,2026-06-06,59,4,0.26,0,19.8
20240896,Diego Inofuente,M,18,V,Baja,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-05-06,59,4,0.3,1,17.4
20240897,Natalia Mesa,F,22,X,Alta,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-20,30,2,0.85,1,16.7
20240898,Ana Rios,F,25,IX,Alta,Administracion,Ciencias Empresariales,Negocios,2026-05-04,15,2,0.9,0,17.3
20240899,Natalia Medina,F,22,V,Media,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-15,19,4,0.66,0,15.4
20240900,Andrea Cruz,F,23,I,Baja,Derecho,Derecho y Humanidades,Letras,2026-05-04,26,2,0.02,0,19.1
20240901,Luis Alba,M,21,VI,Alta,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-02,42,0,0.24,0,16.0
20240902,Victor Lopez,M,24,V,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-21,33,2,0.98,0,19.4
20240903,Andres Rey,M,18,III,Media,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-19,47,0,0.11,0,15.3
20240904,Nicolas Peña,M,23,IV,Media,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-12,34,5,0.08,0,14.5
20240905,Andrea Cano,F,26,VII,Baja,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-24,13,4,0.47,0,17.1
20240906,Claudia Cano,F,22,IV,Media,Derecho,Derecho y Humanidades,Letras,2026-06-21,33,1,0.46,0,18.5
20240907,Samantha Paz,F,23,II,Media,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-28,40,4,0.23,0,18.7
20240908,Gersson Mora,M,21,VII,Baja,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-08,70,8,-0.5,1,11.3
20240909,Gersson Cano,M,25,IV,Alta,Contabilidad,Ciencias Empresariales,Negocios,2026-05-01,74,8,-0.24,1,13.5
20240910,Gersson Ruiz,M,24,I,Baja,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-05,99,29,-0.72,1,11.1
20240911,Diana Arce,F,21,V,Alta,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-27,31,4,0.61,0,14.6
20240912,Valeria Rios,F,25,VII,Baja,Contabilidad,Ciencias Empresariales,Negocios,2026-06-17,28,3,0.7,0,18.4
20240913,Miguel Peña,M,19,III,Alta,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-13,34,2,0.44,0,17.1
20240914,Marck Flores,M,22,VIII,Media,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-06,43,4,0.51,0,19.6
20240915,Laura Sanchez,F,20,I,Baja,Derecho,Derecho y Humanidades,Letras,2026-05-28,46,4,0.31,0,16.1
20240916,Isabella Cruz,F,21,III,Media,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-08,24,5,0.28,0,14.6
20240917,Gianpierre Gomez,M,18,IX,Baja,Derecho,Derecho y Humanidades,Letras,2026-05-01,11,2,0.2,0,19.7
20240918,Simon Inofuente,M,25,V,Alta,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-29,41,2,0.09,0,14.8
20240919,Hugo Castro,M,21,II,Media,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-02,75,11,-0.26,0,13.4
20240920,Raul Ruiz,M,24,II,Baja,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-05-13,52,5,0.04,1,17.8
20240921,Daniela Flores,F,21,V,Media,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-01,56,3,0.28,0,15.2
20240922,Angel Tello,M,21,I,Media,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-01,23,5,0.18,0,16.5
20240923,Ximena Diaz,F,23,VIII,Baja,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-26,68,8,-0.3,1,12.7
20240924,Felipe Nunez,M,22,II,Alta,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-26,58,2,0.42,0,16.7
20240925,Lucia Leon,F,23,II,Media,Administracion,Ciencias Empresariales,Negocios,2026-06-15,100,28,-0.75,1,10.9
20240926,Juan Silva,M,22,IX,Alta,Administracion,Ciencias Empresariales,Negocios,2026-05-04,30,2,0.67,0,16.5
20240927,Natalia Torres,F,22,VIII,Baja,Derecho,Derecho y Humanidades,Letras,2026-05-22,12,2,0.45,0,15.3
20240928,Alejandro Celi,M,19,X,Baja,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-05-09,11,5,0.02,0,16.3
20240929,Brenda Medina,F,26,II,Baja,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-03,78,7,-0.11,1,13.9
20240930,Diego Silva,M,20,VI,Media,Administracion,Ciencias Empresariales,Negocios,2026-05-14,25,0,0.04,0,14.1
20240931,Daniela Rivas,F,18,III,Media,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-05-02,85,11,-0.54,0,12.0
20240932,Javier Pino,M,24,III,Baja,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-25,87,29,-0.78,1,10.4
20240933,Samantha Mora,F,20,II,Baja,Administracion,Ciencias Empresariales,Negocios,2026-05-13,29,2,0.43,0,18.5
20240934,Astrid Chavez,F,25,VII,Media,Administracion,Ciencias Empresariales,Negocios,2026-05-06,74,10,-0.53,0,12.0
20240935,Isabella Tello,F,24,VI,Baja,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-29,61,9,-0.23,1,12.6
20240936,Emilio Mendoza,M,23,III,Baja,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-07,23,3,0.59,0,14.5
20240937,Simon Tello,M,21,I,Media,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-05-27,71,12,-0.6,1,12.1
20240938,Jorge Caro,M,21,IX,Media,Contabilidad,Ciencias Empresariales,Negocios,2026-05-21,25,2,0.46,0,16.9
20240939,Nicolas Castro,M,19,VII,Baja,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-25,86,18,-0.84,0,7.5
20240940,Astrid Ruiz,F,24,VIII,Alta,Contabilidad,Ciencias Empresariales,Negocios,2026-05-09,45,3,0.4,0,15.8
20240941,Valeria Solis,F,22,IX,Media,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-06,19,2,0.52,0,15.2
20240942,Simon Alba,M,22,VIII,Media,Derecho,Derecho y Humanidades,Letras,2026-06-29,84,11,-0.1,0,14.2
20240943,Miguel Nunez,M,18,VI,Media,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-10,10,2,0.7,1,15.2
20240944,Astrid Torres,F,25,X,Alta,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-23,24,2,0.63,0,19.6
20240945,Angel Vega,M,22,VI,Baja,Administracion,Ciencias Empresariales,Negocios,2026-06-29,78,11,-0.3,0,11.3
20240946,Carmen Rojas,F,20,V,Baja,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-09,47,5,0.77,0,16.0
20240947,Jorge Frias,M,25,IV,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-20,67,6,-0.14,0,13.2
20240948,Patricia Perez,F,23,II,Alta,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-02,37,5,0.47,0,15.8
20240949,Daniela Soto,F,24,VIII,Media,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-23,43,0,0.88,0,19.1
20240950,Miguel Rojas,M,20,VII,Baja,Contabilidad,Ciencias Empresariales,Negocios,2026-06-01,26,5,0.12,0,19.4
20240951,Patricia Ortiz,F,25,VI,Baja,Administracion,Ciencias Empresariales,Negocios,2026-05-14,22,3,0.37,0,19.6
20240952,Brenda Vera,F,21,I,Baja,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-05-22,91,21,-0.85,1,7.1
20240953,Natalia Pino,F,25,VII,Alta,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-05-18,46,0,0.86,0,19.6
20240954,Mateo Sanchez,M,25,IX,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-24,100,17,-0.79,0,7.8
20240955,Claudia Ismino,F,18,VIII,Baja,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-21,94,21,-0.7,0,7.9
20240956,Catalina Morales,F,20,X,Baja,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-03,96,25,-0.88,0,10.0
20240957,Claudia Herrera,F,26,III,Baja,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-05-06,62,8,-0.33,1,13.4
20240958,Samantha Perez,F,22,V,Baja,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-05-08,79,12,-0.28,1,13.0
20240959,Valeria Castro,F,20,II,Alta,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-07,11,1,0.79,0,15.3
20240960,Samantha Diaz,F,22,IV,Baja,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-20,97,22,-0.95,1,7.6
20240961,Claudia Fernandez,F,22,IV,Alta,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-05-17,26,0,0.49,0,17.5
20240962,Hector Celi,M,20,I,Baja,Administracion,Ciencias Empresariales,Negocios,2026-05-10,23,5,0.43,0,17.9
20240963,Monica Caro,F,26,IX,Baja,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-05-06,23,2,0.22,0,15.6
20240964,Emilio Sanchez,M,25,III,Media,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-05-24,52,4,0.9,0,15.9
20240965,Juliana Perez,F,20,VII,Media,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-05-22,16,1,0.91,0,15.8
20240966,Maria Cruz,F,25,X,Baja,Administracion,Ciencias Empresariales,Negocios,2026-06-16,25,2,0.72,0,17.6
20240967,Ana Flores,F,26,II,Media,Administracion,Ciencias Empresariales,Negocios,2026-06-19,79,9,-0.34,0,11.6
20240968,Fernando Alba,M,26,IV,Baja,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-09,60,0,0.97,0,15.9
20240969,Hector Luna,M,20,VIII,Alta,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-13,29,2,0.08,0,15.4
20240970,Silvia Vasquez,F,26,VI,Alta,Contabilidad,Ciencias Empresariales,Negocios,2026-05-11,76,10,-0.28,1,13.4
20240971,Miguel Leon,M,21,II,Media,Arquitectura,Ingenieria,Ciencias Exactas,2026-05-21,18,3,0.77,0,19.4
20240972,Victor Alba,M,24,IX,Alta,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-01,47,0,0.22,0,17.7
20240973,Monica Peña,F,18,X,Baja,Administracion,Ciencias Empresariales,Negocios,2026-06-28,89,17,-0.85,1,7.2
20240974,Monica Soto,F,20,VII,Alta,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-05-20,40,0,0.26,0,19.7
20240975,Andrea Antunez,F,25,II,Media,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-11,10,1,0.32,0,17.4
20240976,Isabella Pino,F,24,VII,Alta,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-05-28,81,6,-0.33,1,13.8
20240977,Alejandro Nunez,M,23,IX,Media,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-20,74,10,-0.24,0,14.0
20240978,Monica Muro,F,22,IV,Baja,Contabilidad,Ciencias Empresariales,Negocios,2026-05-28,90,14,-0.96,1,9.2
20240979,Martina Solis,F,23,V,Media,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-13,61,10,-0.53,1,12.0
20240980,Monica Mendoza,F,18,X,Alta,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-16,97,25,-0.93,0,7.4
20240981,Rosa Celi,F,25,VII,Media,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-05-30,25,5,0.82,1,17.4
20240982,Ana Vasquez,F,19,VII,Baja,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-05-22,57,2,0.42,0,14.1
20240983,Antonella Frias,F,19,VII,Alta,Derecho,Derecho y Humanidades,Letras,2026-06-06,70,10,-0.39,0,14.0
20240984,Luis Ortiz,M,25,IV,Media,Psicologia,Ciencias de la Salud,Ciencias Medicas,2026-06-17,21,2,0.5,0,14.3
20240985,Sofia Rojas,F,18,VII,Alta,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-06-20,18,2,0.27,0,17.6
20240986,Silvia Flores,F,18,VI,Alta,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-09,83,10,-0.2,1,13.1
20240987,Mateo Arce,M,18,VI,Media,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-05-23,19,3,0.85,0,17.0
20240988,Daniela Chavez,F,24,I,Baja,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-10,32,0,0.21,0,19.9
20240989,Monica Cruz,F,25,I,Alta,Arquitectura,Ingenieria,Ciencias Exactas,2026-06-09,37,3,1.0,0,14.1
20240990,Mateo Diaz,M,24,IX,Alta,Administracion,Ciencias Empresariales,Negocios,2026-06-08,17,0,0.4,0,15.3
20240991,Patricia Vargas,F,24,IX,Media,Medicina,Ciencias de la Salud,Ciencias Medicas,2026-06-18,80,8,-0.5,0,12.3
20240992,Rodrigo Celi,M,23,IX,Baja,Administracion,Ciencias Empresariales,Negocios,2026-05-15,41,3,0.29,0,19.5
20240993,Javier Silva,M,18,IX,Media,Contabilidad,Ciencias Empresariales,Negocios,2026-06-11,64,9,-0.35,1,12.5
20240994,Antonella Gomez,F,21,III,Baja,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-08,36,0,0.33,0,15.5
20240995,Elena Ortiz,F,18,X,Baja,Administracion,Ciencias Empresariales,Negocios,2026-06-05,22,1,0.46,0,18.3
20240996,Diana Fernandez,F,23,III,Media,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-27,95,27,-0.86,1,10.1
20240997,Jose Sanchez,M,25,IX,Baja,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-21,31,1,0.24,1,18.3
20240998,Rodrigo Solis,M,24,IX,Media,Administracion,Ciencias Empresariales,Negocios,2026-05-05,26,5,0.54,0,18.3
20240999,Gonzalo Gomez,M,25,VIII,Baja,Ingenieria de Sistemas,Ingenieria,Ciencias Exactas,2026-05-19,56,0,0.36,0,18.3
20241000,Victor Ismino,M,19,III,Media,Ingenieria Civil,Ingenieria,Ciencias Exactas,2026-06-16,74,11,-0.49,1,14.2
